local_measurement_index,sample_index,output_power_sum_w,output_power_sum_uw,switch_current_failure_count,upload_attempts,target_input_power_uw,output_power_limit_uw,output_power_limit_exceeded,repair_reason,feature_0,input_voltage_0,output_power_w_0,output_power_uw_0,feature_1,input_voltage_1,output_power_w_1,output_power_uw_1,feature_2,input_voltage_2,output_power_w_2,output_power_uw_2,feature_3,input_voltage_3,output_power_w_3,output_power_uw_3,feature_4,input_voltage_4,output_power_w_4,output_power_uw_4,feature_5,input_voltage_5,output_power_w_5,output_power_uw_5,feature_6,input_voltage_6,output_power_w_6,output_power_uw_6,feature_7,input_voltage_7,output_power_w_7,output_power_uw_7
425,425,5.96317906e-05,59.6317906,0,1,60.23529411764704,,False,,0.0,4.318,8.071601e-07,0.8071600999999999,0.5019607843137254,3.966,3.066413e-05,30.66413,0.0,4.164,2.476092e-06,2.476092,0.0,4.23,1.451551e-05,14.51551,0.0,3.977,1.457907e-06,1.457907,0.0,4.329,8.239616e-06,8.239616,0.0,3.995,3.615345e-07,0.3615345,0.0,4.294,1.109841e-06,1.109841
426,426,0.0001032339217,103.2339217,0,1,119.05882352941175,,False,,0.0,4.318,3.621711e-07,0.3621710999999999,0.0,4.261,5.695409e-07,0.5695409,0.992156862745098,3.728,4.451788e-05,44.51788,0.0,4.23,5.267677e-07,0.5267677000000001,0.0,3.977,2.387084e-05,23.87084,0.0,4.329,1.640527e-06,1.6405269999999998,0.0,3.995,3.025231e-05,30.25231,0.0,4.294,1.493885e-06,1.493885
427,427,0.0001145514475,114.5514475,0,1,119.05882352941175,,False,,0.0,4.318,1.208683e-06,1.208683,0.992156862745098,3.835,5.903174e-05,59.03174,0.0,4.164,2.777671e-06,2.777671,0.0,4.23,2.934058e-05,29.34058,0.0,3.977,1.926476e-06,1.926476,0.0,4.329,1.868535e-05,18.68535,0.0,3.995,4.243625e-07,0.4243625,0.0,4.294,1.156585e-06,1.156585
428,428,5.532353287e-05,55.32353287,0,1,47.52941176470587,,False,,0.0,4.318,2.40939e-07,0.240939,0.0,4.261,1.797522e-07,0.1797522,0.0,4.164,1.959254e-05,19.59254,0.0,4.23,5.663567e-08,0.05663567,0.3960784313725489,3.696,1.647403e-05,16.47403,0.0,4.329,4.142472e-06,4.142472,0.0,3.995,1.379897e-05,13.79897,0.0,4.294,8.38194e-07,0.838194
429,429,4.63926332e-05,46.392633200000006,0,1,47.52941176470587,,False,,0.0,4.318,2.65961e-07,0.265961,0.0,4.261,2.739926e-05,27.39926,0.0,4.164,1.929025e-06,1.929025,0.3960784313725489,3.965,1.010564e-05,10.10564,0.0,3.977,1.368135e-06,1.368135,0.0,4.329,3.944083e-06,3.944083,0.0,3.995,2.546012e-07,0.2546011999999999,0.0,4.294,1.125928e-06,1.125928
430,430,6.93926906e-05,69.3926906,0,1,80.0,,False,,0.0,4.318,3.178022e-07,0.3178022,0.0,4.261,4.455852e-07,0.4455852,0.6666666666666666,3.813,2.839681e-05,28.39681,0.0,4.23,2.641432e-07,0.2641432,0.0,3.977,1.608029e-05,16.080289999999998,0.0,4.329,1.772373e-06,1.772373,0.0,3.995,2.071008e-05,20.71008,0.0,4.294,1.405607e-06,1.4056069999999998
431,431,7.66197888e-05,76.61978880000001,0,1,80.0,,False,,0.0,4.318,9.384888e-07,0.9384888,0.6666666666666666,3.922,3.950852e-05,39.50852,0.0,4.164,2.591484e-06,2.591484,0.0,4.23,1.90939e-05,19.0939,0.0,3.977,1.61158e-06,1.61158,0.0,4.329,1.136474e-05,11.36474,0.0,3.995,3.83892e-07,0.3838919999999999,0.0,4.294,1.127184e-06,1.127184
432,432,0.0001290493495,129.0493495,0,1,117.1764705882353,,False,,0.0,4.318,3.069919e-07,0.3069919,0.0,4.261,2.158562e-07,0.2158562,0.0,4.164,5.357795e-05,53.57795,0.0,4.23,4.19985e-07,0.419985,0.9764705882352942,3.508,3.904418e-05,39.04418,0.0,4.329,5.409463e-06,5.409463,0.0,3.995,2.940572e-05,29.40572,0.0,4.294,6.692034e-07,0.6692034
433,433,0.0001084934703999,108.4934704,0,1,117.1764705882353,,False,,0.0,4.318,2.963492e-07,0.2963492,0.0,4.261,6.255898e-05,62.55897999999999,0.0,4.164,2.140837e-06,2.140837,0.9764705882352942,3.801,2.55231e-05,25.5231,0.0,3.977,1.610815e-06,1.610815,0.0,4.329,1.48113e-05,14.8113,0.0,3.995,3.696052e-07,0.3696051999999999,0.0,4.294,1.182484e-06,1.182484
434,434,6.965782539999999e-05,69.65782540000001,0,1,80.47058823529409,,False,,0.0,4.318,3.166095e-07,0.3166095,0.0,4.261,4.45797e-07,0.445797,0.6705882352941174,3.812,2.854889e-05,28.54889,0.0,4.23,2.658989e-07,0.2658989,0.0,3.977,1.616748e-05,16.167479999999998,0.0,4.329,1.761082e-06,1.761082,0.0,3.995,2.075223e-05,20.75223,0.0,4.294,1.399838e-06,1.399838
435,435,6.368910162e-05,63.68910162,0,1,55.05882352941175,,False,,0.0,4.318,2.499148e-07,0.2499148,0.0,4.261,1.854964e-07,0.1854964,0.0,4.164,2.33128e-05,23.312800000000003,0.0,4.23,8.498102e-08,0.08498102,0.4588235294117646,3.672,1.906401e-05,19.06401,0.0,4.329,4.329588e-06,4.329587999999999,0.0,3.995,1.566203e-05,15.66203,0.0,4.294,8.002814e-07,0.8002813999999999
436,436,7.73084301e-05,77.30843010000001,0,1,80.47058823529409,,False,,0.0,4.318,9.46804e-07,0.946804,0.6705882352941174,3.92,3.983117e-05,39.83117,0.0,4.164,2.594123e-06,2.594123,0.0,4.23,1.930142e-05,19.30142,0.0,3.977,1.61265e-06,1.61265,0.0,4.329,1.151228e-05,11.51228,0.0,3.995,3.844631e-07,0.3844631,0.0,4.294,1.12552e-06,1.12552
437,437,5.31749293e-05,53.1749293,0,1,55.05882352941175,,False,,0.0,4.318,2.734037e-07,0.2734036999999999,0.0,4.261,3.137601e-05,31.37601,0.0,4.164,1.960488e-06,1.960488,0.4588235294117646,3.944,1.177365e-05,11.77365,0.0,3.977,1.398936e-06,1.398936,0.0,4.329,5.002763e-06,5.002763,0.0,3.995,2.639606e-07,0.2639606,0.0,4.294,1.125718e-06,1.125718
438,438,1.5506362539999998e-05,15.50636254,0,1,15.058823529411754,,False,,0.0,4.318,2.241772e-07,0.2241772,0.0,4.261,2.010736e-07,0.2010736,0.1254901960784313,4.002,3.921002e-06,3.921002,0.0,4.23,1.944274e-08,0.01944274,0.0,3.977,3.447701e-06,3.447701,0.0,4.329,1.8823e-06,1.8823,0.0,3.995,4.619949e-06,4.619949,0.0,4.294,1.190717e-06,1.190717
439,439,1.7610526599999998e-05,17.610526600000004,0,1,15.058823529411754,,False,,0.0,4.318,4.134813e-07,0.4134813,0.1254901960784313,4.111,8.05266e-06,8.052660000000001,0.0,4.164,1.976632e-06,1.976632,0.0,4.23,3.262088e-06,3.2620880000000003,0.0,3.977,1.068074e-06,1.068074,0.0,4.329,1.46408e-06,1.46408,0.0,3.995,3.020863e-07,0.3020863,0.0,4.294,1.071425e-06,1.071425
8,440,8.27663398e-05,82.7663398,0,1,94.58823529411764,,False,explicit_power_anomaly_remeasure,0.0,4.318,3.350911e-07,0.3350911,0.0,4.261,4.756461e-07,0.4756461,0.788235294117647,3.778,3.474476e-05,34.74476,0.0,4.23,3.642976e-07,0.3642976,0.0,3.977,1.917647e-05,19.17647,0.0,4.329,1.675396e-06,1.675396,0.0,3.995,2.456244e-05,24.56244,0.0,4.294,1.432239e-06,1.432239
441,441,8.81346435e-05,88.1346435,0,1,94.58823529411764,,False,,0.0,4.318,1.025126e-06,1.025126,0.788235294117647,3.894,4.540625e-05,45.40625,0.0,4.164,2.654454e-06,2.6544540000000003,0.0,4.23,2.223829e-05,22.23829,0.0,3.977,1.705712e-06,1.705712,0.0,4.329,1.357338e-05,13.57338,0.0,3.995,3.957935e-07,0.3957935,0.0,4.294,1.135638e-06,1.135638
442,442,0.0001212164806,121.21648059999998,0,1,111.52941176470588,,False,,0.0,4.318,3.015552e-07,0.3015552,0.0,4.261,2.133758e-07,0.2133758,0.0,4.164,4.992118e-05,49.92118,0.0,4.23,3.749793e-07,0.3749793,0.9294117647058824,3.527,3.667831e-05,36.67831,0.0,4.329,5.307133e-06,5.307132999999999,0.0,3.995,2.773349e-05,27.73349,0.0,4.294,6.864573e-07,0.6864573
443,443,0.0001029959508,102.9959508,0,1,111.52941176470588,,False,,0.0,4.318,2.961278e-07,0.2961278,0.0,4.261,5.951105e-05,59.51105,0.0,4.164,2.125678e-06,2.125678,0.9294117647058824,3.814,2.413235e-05,24.13235,0.0,3.977,1.595142e-06,1.595142,0.0,4.329,1.380548e-05,13.80548,0.0,3.995,3.56163e-07,0.356163,0.0,4.294,1.17396e-06,1.17396
444,444,4.549029676e-05,45.49029676,0,1,38.11764705882352,,False,,0.0,4.318,2.31174e-07,0.231174,0.0,4.261,1.735354e-07,0.1735354,0.0,4.164,1.530018e-05,15.30018,0.0,4.23,2.867186e-08,0.0286718599999999,0.3176470588235293,3.726,1.345417e-05,13.45417,0.0,4.329,3.890228e-06,3.890228000000001,0.0,3.995,1.156213e-05,11.56213,0.0,4.294,8.502075e-07,0.8502075
9,445,3.65024978e-05,36.5024978,0,1,38.11764705882352,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.568758e-07,0.2568758,0.0,4.261,2.150016e-05,21.50016,0.0,4.164,1.893041e-06,1.893041,0.3176470588235293,3.998,7.664314e-06,7.664314,0.0,3.977,1.325949e-06,1.325949,0.0,4.329,2.510697e-06,2.510697,0.0,3.995,2.41487e-07,0.241487,0.0,4.294,1.109974e-06,1.109974
446,446,4.301804655e-05,43.01804655,0,1,36.23529411764705,,False,,0.0,4.318,2.2905e-07,0.22905,0.0,4.261,1.691492e-07,0.1691492,0.0,4.164,1.424658e-05,14.24658,0.0,4.23,2.549545e-08,0.02549545,0.3019607843137254,3.734,1.269632e-05,12.69632,0.0,4.329,3.81911e-06,3.81911,0.0,3.995,1.097022e-05,10.97022,0.0,4.294,8.621219e-07,0.8621219
447,447,3.4319058299999995e-05,34.319058299999995,0,1,36.23529411764705,,False,,0.0,4.318,2.526467e-07,0.2526467,0.0,4.261,2.021844e-05,20.21844,0.0,4.164,1.849621e-06,1.849621,0.3019607843137254,4.006,7.14217e-06,7.142169999999999,0.0,3.977,1.292762e-06,1.292762,0.0,4.329,2.22651e-06,2.22651,0.0,3.995,2.376326e-07,0.2376326,0.0,4.294,1.099276e-06,1.099276
448,448,3.1171336e-05,31.171336,0,1,37.6470588235294,,False,,0.0,4.318,2.591092e-07,0.2591092,0.0,4.261,2.825147e-07,0.2825147,0.3137254901960783,3.931,1.079023e-05,10.79023,0.0,4.23,4.93641e-08,0.0493641,0.0,3.977,7.170915e-06,7.170915,0.0,4.329,1.870751e-06,1.870751,0.0,3.995,9.488323e-06,9.488323,0.0,4.294,1.260129e-06,1.260129
449,449,3.49851699e-05,34.9851699,0,1,37.6470588235294,,False,,0.0,4.318,5.95325e-07,0.595325,0.3137254901960783,4.04,1.757115e-05,17.57115,0.0,4.164,2.232328e-06,2.2323280000000003,0.0,4.23,7.90873e-06,7.908729999999999,0.0,3.977,1.239626e-06,1.239626,0.0,4.329,4.023202e-06,4.023202,0.0,3.995,3.261999e-07,0.3261999,0.0,4.294,1.088609e-06,1.0886090000000002
450,450,3.3129273120000006e-05,33.12927312,0,1,39.52941176470588,,False,,0.0,4.318,2.611275e-07,0.2611275,0.0,4.261,2.91231e-07,0.291231,0.3294117647058823,3.924,1.165473e-05,11.65473,0.0,4.23,5.735262e-08,0.05735262,0.0,3.977,7.643765e-06,7.643765,0.0,4.329,1.862088e-06,1.862088,0.0,3.995,1.008695e-05,10.08695,0.0,4.294,1.272029e-06,1.272029
10,451,4.040025099999999e-05,40.400251,0,1,39.52941176470588,,False,sample451_input_voltage_fixed,0.0,4.318,5.668713e-07,0.5668713,0.3294117647058823,4.026,2.059409e-05,20.59409,0.0,4.164,2.389996e-06,2.389996,0.0,4.23,9.163924e-06,9.163924,0.0,3.977,1.315416e-06,1.315416,0.0,4.329,4.84986e-06,4.84986,0.0,3.995,3.752097e-07,0.3752097,0.0,4.294,1.144884e-06,1.144884
452,452,3.413585229e-05,34.13585229,0,1,41.41176470588235,,False,,0.0,4.318,2.639906e-07,0.2639905999999999,0.0,4.261,2.955008e-07,0.2955008,0.3450980392156862,3.92,1.211241e-05,12.11241,0.0,4.23,6.103889e-08,0.06103889,0.0,3.977,7.864358e-06,7.864358,0.0,4.329,1.860331e-06,1.860331,0.0,3.995,1.040602e-05,10.40602,0.0,4.294,1.272203e-06,1.272203
453,453,5.598842493000001e-05,55.98842493,0,1,48.0,,False,,0.0,4.318,2.434228e-07,0.2434228,0.0,4.261,1.804972e-07,0.1804972,0.0,4.164,1.99258e-05,19.9258,0.0,4.23,5.797413e-08,0.05797413,0.4,3.694,1.669178e-05,16.69178,0.0,4.329,4.145743e-06,4.145743,0.0,3.995,1.392701e-05,13.92701,0.0,4.294,8.161978e-07,0.8161978
454,454,4.00204669e-05,40.0204669,0,1,41.41176470588235,,False,,0.0,4.318,6.390856e-07,0.6390856,0.3450980392156862,4.023,2.03097e-05,20.3097,0.0,4.164,2.286254e-06,2.286254,0.0,4.23,9.223359e-06,9.223359,0.0,3.977,1.281007e-06,1.281007,0.0,4.329,4.865241e-06,4.865241,0.0,3.995,3.314623e-07,0.3314623,0.0,4.294,1.084358e-06,1.0843580000000002
455,455,4.6898874e-05,46.89887399999999,0,1,48.0,,False,,0.0,4.318,2.58708e-07,0.258708,0.0,4.261,2.772011e-05,27.72011,0.0,4.164,1.922024e-06,1.922024,0.4,3.963,1.02298e-05,10.2298,0.0,3.977,1.364679e-06,1.3646790000000002,0.0,4.329,4.033438e-06,4.033438,0.0,3.995,2.53045e-07,0.2530449999999999,0.0,4.294,1.11707e-06,1.11707
456,456,3.959940224e-05,39.59940224,0,1,43.764705882352935,,False,,0.0,4.318,2.718603e-07,0.2718603,0.0,4.261,3.200301e-07,0.3200301,0.3647058823529411,3.901,1.460986e-05,14.60986,0.0,4.23,8.519184e-08,0.08519184,0.0,3.977,9.152484e-06,9.152484,0.0,4.329,1.852603e-06,1.852603,0.0,3.995,1.200979e-05,12.00979,0.0,4.294,1.297583e-06,1.297583
457,457,4.120654460000001e-05,41.2065446,0,1,43.764705882352935,,False,,0.0,4.318,6.484651e-07,0.6484651,0.3647058823529411,4.019,2.092912e-05,20.92912,0.0,4.164,2.302017e-06,2.302017,0.0,4.23,9.546503e-06,9.546503,0.0,3.977,1.288429e-06,1.288429,0.0,4.329,5.076646e-06,5.076646,0.0,3.995,3.341015e-07,0.3341015,0.0,4.294,1.081263e-06,1.081263
458,458,7.79191643e-05,77.9191643,0,1,89.41176470588236,,False,,0.0,4.318,3.283317e-07,0.3283317,0.0,4.261,4.774575e-07,0.4774575,0.7450980392156864,3.79,3.248684e-05,32.48684,0.0,4.23,3.256091e-07,0.3256091,0.0,3.977,1.80124e-05,18.0124,0.0,4.329,1.737162e-06,1.737162,0.0,3.995,2.313622e-05,23.13622,0.0,4.294,1.415144e-06,1.415144
459,459,0.000102575729,102.575729,0,1,91.2941176470588,,False,,0.0,4.318,2.825965e-07,0.2825965,0.0,4.261,2.082024e-07,0.2082023999999999,0.0,4.164,4.11617e-05,41.1617,0.0,4.23,2.718047e-07,0.2718047,0.76078431372549,3.571,3.097187e-05,30.97187,0.0,4.329,5.025583e-06,5.025583,0.0,3.995,2.39418e-05,23.9418,0.0,4.294,7.121724e-07,0.7121723999999999
460,460,8.64408384e-05,86.4408384,0,1,89.41176470588236,,False,,0.0,4.318,1.002479e-06,1.002479,0.7450980392156864,3.898,4.461685e-05,44.61685,0.0,4.164,2.636921e-06,2.636921,0.0,4.23,2.171658e-05,21.71658,0.0,3.977,1.684201e-06,1.6842009999999998,0.0,4.329,1.327167e-05,13.27167,0.0,3.995,3.879584e-07,0.3879584,0.0,4.294,1.124179e-06,1.124179
461,461,4.66370497e-05,46.6370497,0,1,53.17647058823528,,False,,0.0,4.318,2.819422e-07,0.2819422,0.0,4.261,3.534863e-07,0.3534863,0.4431372549019607,3.878,1.784151e-05,17.84151,0.0,4.23,1.226722e-07,0.1226722,0.0,3.977,1.07633e-05,10.7633,0.0,4.329,1.831817e-06,1.831817,0.0,3.995,1.412455e-05,14.12455,0.0,4.294,1.317772e-06,1.317772
462,462,8.49727425e-05,84.9727425,0,1,91.2941176470588,,False,,0.0,4.318,2.83054e-07,0.283054,0.0,4.261,4.942916e-05,49.42916,0.0,4.164,2.079667e-06,2.079667,0.76078431372549,3.857,1.970755e-05,19.70755,0.0,3.977,1.523786e-06,1.523786,0.0,4.329,1.048553e-05,10.48553,0.0,3.995,3.164885e-07,0.3164885,0.0,4.294,1.147507e-06,1.147507
463,463,5.31534164e-05,53.1534164,0,1,53.17647058823528,,False,,0.0,4.318,7.492812e-07,0.7492812,0.4431372549019607,3.983,2.727269e-05,27.27269,0.0,4.164,2.417429e-06,2.4174290000000003,0.0,4.23,1.274074e-05,12.74074,0.0,3.977,1.396889e-06,1.396889,0.0,4.329,7.137097e-06,7.137097,0.0,3.995,3.478062e-07,0.3478062,0.0,4.294,1.091484e-06,1.091484
464,464,3.175535021e-05,31.755350210000003,0,1,34.8235294117647,,False,,0.0,4.318,2.553278e-07,0.2553278,0.0,4.261,2.868124e-07,0.2868123999999999,0.2901960784313725,3.929,1.105869e-05,11.05869,0.0,4.23,5.143801e-08,0.05143801,0.0,3.977,7.313171e-06,7.313171,0.0,4.329,1.863425e-06,1.863425,0.0,3.995,9.66845e-06,9.66845,0.0,4.294,1.258036e-06,1.258036
465,465,3.52116613e-05,35.2116613,0,1,34.8235294117647,,False,,0.0,4.318,5.935464e-07,0.5935464,0.2901960784313725,4.039,1.771937e-05,17.71937,0.0,4.164,2.231497e-06,2.231497,0.0,4.23,7.954398e-06,7.954398000000001,0.0,3.977,1.234995e-06,1.2349949999999998,0.0,4.329,4.082076e-06,4.082076,0.0,3.995,3.243549e-07,0.3243549,0.0,4.294,1.071424e-06,1.0714240000000002
466,466,3.223319761e-05,32.233197610000005,0,1,35.294117647058805,,False,,0.0,4.318,2.584298e-07,0.2584298,0.0,4.261,2.863741e-07,0.2863740999999999,0.2941176470588234,3.927,1.125827e-05,11.25827,0.0,4.23,5.342771e-08,0.05342771,0.0,3.977,7.43643e-06,7.43643,0.0,4.329,1.860994e-06,1.860994,0.0,3.995,9.81811e-06,9.81811,0.0,4.294,1.261162e-06,1.261162
467,467,3.37623685e-05,33.7623685,0,1,35.294117647058805,,False,,0.0,4.318,5.794283e-07,0.5794283,0.2941176470588234,4.044,1.694715e-05,16.94715,0.0,4.164,2.213154e-06,2.213154,0.0,4.23,7.564449e-06,7.564449,0.0,3.977,1.226544e-06,1.226544,0.0,4.329,3.833467e-06,3.833467,0.0,3.995,3.225172e-07,0.3225172,0.0,4.294,1.075659e-06,1.075659
468,468,3.306931494e-05,33.06931494,0,1,27.29411764705881,,False,,0.0,4.318,2.155294e-07,0.2155293999999999,0.0,4.261,1.603729e-07,0.1603729,0.0,4.164,1.002597e-05,10.02597,0.0,4.23,1.003314e-08,0.01003314,0.2274509803921568,3.769,9.625797e-06,9.625797,0.0,4.329,3.511934e-06,3.511934,0.0,3.995,8.637922e-06,8.637922,0.0,4.294,8.817565e-07,0.8817565
469,469,2.59061847e-05,25.9061847,0,1,27.29411764705881,,False,,0.0,4.318,2.383497e-07,0.2383497,0.0,4.261,1.50931e-05,15.0931,0.0,4.164,1.775281e-06,1.775281,0.2274509803921568,4.039,5.080518e-06,5.080518,0.0,3.977,1.230495e-06,1.230495,0.0,4.329,1.188924e-06,1.188924,0.0,3.995,2.27735e-07,0.227735,0.0,4.294,1.071782e-06,1.071782
11,470,4.01813999e-05,40.1813999,0,1,33.411764705882355,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.25465e-07,0.225465,0.0,4.261,1.684951e-07,0.1684950999999999,0.0,4.164,1.301566e-05,13.01566,0.0,4.23,2.08602e-08,0.0208602,0.2784313725490196,3.744,1.181899e-05,11.81899,0.0,4.329,3.750069e-06,3.750069,0.0,3.995,1.030916e-05,10.30916,0.0,4.294,8.727006e-07,0.8727005999999999
471,471,3.33489771e-05,33.3489771,0,1,33.411764705882355,,False,,0.0,4.318,2.495243e-07,0.2495243,0.0,4.261,1.964119e-05,19.64119,0.0,4.164,1.833052e-06,1.833052,0.2784313725490196,4.009,6.903967e-06,6.903967,0.0,3.977,1.280111e-06,1.280111,0.0,4.329,2.11203e-06,2.11203,0.0,3.995,2.354428e-07,0.2354427999999999,0.0,4.294,1.09366e-06,1.09366
12,472,9.87178079e-05,98.7178079,0,1,115.76470588235294,,False,explicit_power_anomaly_remeasure,0.0,4.318,3.565072e-07,0.3565072,0.0,4.261,5.292133e-07,0.5292133,0.9647058823529412,3.739,4.232368e-05,42.32368,0.0,4.23,4.918384e-07,0.4918383999999999,0.0,3.977,2.291197e-05,22.91197,0.0,4.329,1.616043e-06,1.616043,0.0,3.995,2.900812e-05,29.00812,0.0,4.294,1.480436e-06,1.480436
473,473,0.0001103148488999,110.3148489,0,2,98.82352941176468,,False,,0.0,4.318,2.885355e-07,0.2885355,0.0,4.261,2.108898e-07,0.2108898,0.0,4.164,4.475305e-05,44.75305,0.0,4.23,3.157787e-07,0.3157786999999999,0.8235294117647057,3.552,3.335883e-05,33.35883,0.0,4.329,5.127655e-06,5.127655,0.0,3.995,2.556373e-05,25.56373,0.0,4.294,6.963799e-07,0.6963798999999999
474,474,0.0001072454898,107.2454898,0,1,115.76470588235294,,False,,0.0,4.318,1.1566e-06,1.1566,0.9647058823529412,3.85,5.51862e-05,55.1862,0.0,4.164,2.736252e-06,2.736252,0.0,4.23,2.73967e-05,27.396700000000003,0.0,3.977,1.861913e-06,1.861913,0.0,4.329,1.735684e-05,17.35684,0.0,3.995,4.147238e-07,0.4147238,0.0,4.294,1.136261e-06,1.136261
0,475,9.53559387e-05,95.3559387,0,1,98.82352941176468,,False,explicit_power_anomaly_remeasure,0.0,4.318,3.39954e-07,0.339954,0.0,4.261,5.46649e-05,54.6649,0.0,4.164,2.186086e-06,2.186086,0.8235294117647057,3.833,2.287006e-05,22.87006,0.0,3.977,1.627234e-06,1.6272339999999998,0.0,4.329,1.211587e-05,12.11587,0.0,3.995,3.434987e-07,0.3434987,0.0,4.294,1.208336e-06,1.208336
476,476,2.093851215e-05,20.93851215,0,1,17.411764705882344,,False,,0.0,4.318,1.984963e-07,0.1984963,0.0,4.261,1.442137e-07,0.1442137,0.0,4.164,5.136508e-06,5.136508,0.0,4.23,1.976745e-08,0.01976745,0.1450980392156862,3.82,5.855046e-06,5.855046,0.0,4.329,3.050607e-06,3.050607,0.0,3.995,5.608462e-06,5.608462,0.0,4.294,9.254117e-07,0.9254117
477,477,1.80496624e-05,18.049662400000003,0,1,17.411764705882344,,False,,0.0,4.318,2.217962e-07,0.2217962,0.0,4.261,1.011063e-05,10.11063,0.0,4.164,1.69704e-06,1.69704,0.1450980392156862,4.076,3.162443e-06,3.162443,0.0,3.977,1.160096e-06,1.160096,0.0,4.329,3.987431e-07,0.3987431,0.0,3.995,2.270811e-07,0.2270811,0.0,4.294,1.071833e-06,1.0718329999999998
478,478,6.85470989e-05,68.54709890000001,0,1,59.76470588235294,,False,,0.0,4.318,2.527019e-07,0.2527019,0.0,4.261,1.895586e-07,0.1895586,0.0,4.164,2.554089e-05,25.54089,0.0,4.23,1.043187e-07,0.1043187,0.4980392156862745,3.658,2.057363e-05,20.57363,0.0,4.329,4.397102e-06,4.397102,0.0,3.995,1.670137e-05,16.70137,0.0,4.294,7.875277e-07,0.7875276999999999
479,479,5.77110208e-05,57.7110208,0,1,59.76470588235294,,False,,0.0,4.318,2.712596e-07,0.2712596,0.0,4.261,3.398612e-05,33.98612,0.0,4.164,1.977141e-06,1.9771410000000005,0.4980392156862745,3.93,1.291014e-05,12.91014,0.0,3.977,1.412482e-06,1.412482,0.0,4.329,5.768125e-06,5.768125,0.0,3.995,2.696242e-07,0.2696242,0.0,4.294,1.116129e-06,1.116129
480,480,6.714245705e-05,67.14245704999999,0,1,58.352941176470594,,False,,0.0,4.318,2.520173e-07,0.2520173,0.0,4.261,1.880641e-07,0.1880641,0.0,4.164,2.490964e-05,24.90964,0.0,4.23,9.799425e-08,0.09799425,0.4862745098039216,3.662,2.015068e-05,20.15068,0.0,4.329,4.359322e-06,4.359322,0.0,3.995,1.63981e-05,16.398100000000003,0.0,4.294,7.866394e-07,0.7866394
481,481,5.6401373000000005e-05,56.40137300000001,0,1,58.352941176470594,,False,,0.0,4.318,2.686973e-07,0.2686973,0.0,4.261,3.32282e-05,33.2282,0.0,4.164,1.971646e-06,1.971646,0.4862745098039216,3.934,1.258843e-05,12.58843,0.0,3.977,1.403216e-06,1.403216,0.0,4.329,5.555433e-06,5.555433,0.0,3.995,2.677507e-07,0.2677507,0.0,4.294,1.118e-06,1.118
482,482,6.50191129e-05,65.0191129,0,1,56.47058823529412,,False,,0.0,4.318,2.483497e-07,0.2483497,0.0,4.261,1.872986e-07,0.1872985999999999,0.0,4.164,2.397072e-05,23.97072,0.0,4.23,9.13114e-08,0.0913114,0.4705882352941177,3.668,1.94826e-05,19.4826,0.0,4.329,4.319176e-06,4.319176000000001,0.0,3.995,1.592678e-05,15.92678,0.0,4.294,7.928772e-07,0.7928772000000001
483,483,5.39085648e-05,53.9085648,0,1,56.47058823529412,,False,,0.0,4.318,2.716259e-07,0.2716259,0.0,4.261,3.173626e-05,31.73626,0.0,4.164,1.962879e-06,1.962879,0.4705882352941177,3.941,1.199261e-05,11.99261,0.0,3.977,1.394303e-06,1.394303,0.0,4.329,5.164523e-06,5.164523,0.0,3.995,2.649589e-07,0.2649589,0.0,4.294,1.121405e-06,1.121405
484,484,7.570023849999999e-05,75.7002385,0,1,66.35294117647058,,False,,0.0,4.318,2.594143e-07,0.2594143,0.0,4.261,1.939731e-07,0.1939731,0.0,4.164,2.881503e-05,28.81503,0.0,4.23,1.339708e-07,0.1339708,0.5529411764705882,3.639,2.274101e-05,22.74101,0.0,4.329,4.527427e-06,4.527426999999999,0.0,3.995,1.826354e-05,18.263540000000003,0.0,4.294,7.658733e-07,0.7658733
485,485,8.81677623e-05,88.16776229999999,0,1,101.17647058823528,,False,,0.0,4.318,3.405283e-07,0.3405283,0.0,4.261,5.124666e-07,0.5124666,0.8431372549019607,3.764,3.72715e-05,37.2715,0.0,4.23,4.077924e-07,0.4077924,0.0,3.977,2.048503e-05,20.48503,0.0,4.329,1.692622e-06,1.692622,0.0,3.995,2.602258e-05,26.02258,0.0,4.294,1.435243e-06,1.435243
486,486,6.19773325e-05,61.9773325,0,1,66.35294117647058,,False,,0.0,4.318,2.736935e-07,0.2736935,0.0,4.261,3.641881e-05,36.41881,0.0,4.164,1.99845e-06,1.99845,0.5529411764705882,3.918,1.397507e-05,13.97507,0.0,3.977,1.424714e-06,1.424714,0.0,4.329,6.488896e-06,6.488896,0.0,3.995,2.76561e-07,0.276561,0.0,4.294,1.121138e-06,1.121138
487,487,9.71021341e-05,97.1021341,0,1,101.17647058823528,,False,,0.0,4.318,1.080494e-06,1.0804939999999998,0.8431372549019607,3.873,5.007219e-05,50.07219,0.0,4.164,2.691696e-06,2.691696,0.0,4.23,2.460809e-05,24.60809,0.0,3.977,1.769764e-06,1.769764,0.0,4.329,1.534923e-05,15.34923,0.0,3.995,4.004981e-07,0.4004981,0.0,4.294,1.130172e-06,1.1301720000000002
