input_channel,switch_mzi,port,feature_coefficient,upload_voltage,mode,target_leak_power,p_on_leak,p_off_leak,scan_path,local_sample_row,sample_index
4,4,48,2.12067079701e-05,4.23,scan-leak-inverse,171.3222908764134,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,44,44
5,5,44,0.293430298567,3.548,scan-leak-inverse,151.65425324733258,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,44,44
6,6,46,0.209181934595,4.008,scan-leak-inverse,155.38821156663414,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,44,44
7,7,42,2.20920810534e-05,3.995,scan-leak-inverse,241.0826068022554,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,44,44
8,8,49,0.0559782870114,4.152,scan-leak-inverse,202.40465945928509,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,44,44
1,1,43,0.0607648454607,4.062,scan-leak-inverse,222.0650916740888,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,45,45
2,2,45,0.0584489926696,3.967,scan-leak-inverse,211.07051210726112,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,45,45
3,3,41,0.0702262595296,3.882,scan-leak-inverse,187.7885563892927,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,45,45
4,4,48,0.161486670375,3.9,scan-leak-inverse,143.76669531662233,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,45,45
5,5,44,0.321394264698,3.525,scan-leak-inverse,145.66016517034228,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,45,45
6,6,46,2.84799007204e-05,4.329,scan-leak-inverse,196.38602943009118,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,45,45
7,7,42,0.327621519566,3.554,scan-leak-inverse,162.4424578382335,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,45,45
8,8,49,2.90161642624e-05,4.294,scan-leak-inverse,214.35155615309003,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,45,45
1,1,43,0.0358040034771,4.092,scan-leak-inverse,227.94322915482059,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,46,46
2,2,45,0.0735505372286,3.951,scan-leak-inverse,207.7018164797232,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,46,46
3,3,41,1.52094935402e-05,4.164,scan-leak-inverse,201.9219023589319,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,46,46
4,4,48,0.326932132244,3.759,scan-leak-inverse,115.53187574018119,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,46,46
5,5,44,0.222966596484,3.609,scan-leak-inverse,166.75817786724133,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,46,46
6,6,46,0.281258195639,3.947,scan-leak-inverse,141.25997530641942,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,46,46
7,7,42,1.5400488337e-05,3.995,scan-leak-inverse,241.084213117175,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,46,46
8,8,49,0.0594579391181,4.147,scan-leak-inverse,201.66164630433792,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,46,46
1,1,43,0.0647256299853,4.057,scan-leak-inverse,221.1323492616954,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,47,47
2,2,45,0.0742776021361,3.95,scan-leak-inverse,207.539630395693,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,47,47
3,3,41,0.0601870752871,3.893,scan-leak-inverse,189.8094243876965,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,47,47
4,4,48,0.0294493548572,4.069,scan-leak-inverse,166.300101424519,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,47,47
5,5,44,2.30813948292e-05,3.977,scan-leak-inverse,214.54621549316573,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,47,47
6,6,46,0.390567839146,3.857,scan-leak-inverse,119.833330158387,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,47,47
7,7,42,0.380746155977,3.511,scan-leak-inverse,149.68990404687344,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,47,47
8,8,49,2.31148696912e-05,4.294,scan-leak-inverse,214.3528162616765,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,47,47
1,1,43,0.0629723966122,4.059,scan-leak-inverse,221.5452258309097,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,48,48
2,2,45,0.0760447904468,3.948,scan-leak-inverse,207.14542439166254,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,48,48
3,3,41,0.0560911297798,3.897,scan-leak-inverse,190.63393014423667,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,48,48
4,4,48,0.0268896408379,4.074,scan-leak-inverse,166.73694062630653,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,48,48
5,5,44,3.1631305319e-05,3.976,scan-leak-inverse,214.54438281620259,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,48,48
6,6,46,0.39229631424,3.856,scan-leak-inverse,119.49451812590628,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,48,48
7,7,42,0.385641872883,3.507,scan-leak-inverse,148.51468860242275,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,48,48
8,8,49,3.2232292142e-05,4.294,scan-leak-inverse,214.35086941049357,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,48,48
1,1,43,0.0569809041917,4.066,scan-leak-inverse,222.95618849737747,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,49,49
2,2,45,0.0642654374242,3.961,scan-leak-inverse,209.77304005491004,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,49,49
3,3,41,0.065878406167,3.887,scan-leak-inverse,188.66377070053466,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,49,49
4,4,48,0.158508971334,3.903,scan-leak-inverse,144.27486758212785,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,49,49
5,5,44,0.326118558645,3.521,scan-leak-inverse,144.6475107461718,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,49,49
6,6,46,2.85119313048e-05,4.329,scan-leak-inverse,196.38602315152377,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,49,49
7,7,42,0.328190177679,3.553,scan-leak-inverse,162.3059516206884,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,49,49
8,8,49,2.90507887257e-05,4.294,scan-leak-inverse,214.35154875969812,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,49,49
